tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
A powerful &amp; dramatic photo gallery of rescue efforts in Mexico: The gesture that unites rescue workers ✊️. #Mexico #earthquake #photography,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Kevinwoo91: My prayers are continuing to be with everyone who has been affected by the earthquake in Mexico #PrayForMexico ἟2἟D ὤF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Please @CTVAtlantic @NEWS957 @hfxgov #Mexico needs worldwide help! #RT  #EarthquakeMexico #donationformexico,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Benefit concert to help children victims fr Mexico earthquake put on by @sdschools students! @los_hollywood @BeKindDreamBig @KUSINews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @MLB: MLB to donate $1 million to assist communities impacted by Hurricane Maria in PR and the earthquake in Mexico.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @lizzie_wade: Repeat until you believe it: DIFFERENT EARTHQUAKES AFFECT DIFFERENT BUILDINGS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
UPDATE the @redcrosscanada now offers a dedicated fund to support earthquake victims #FuerzaMexico @thehappycity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#Mexico Where to Donate to Mexico Earthquake Victims por AODHAN BEIRNE and CHRISTINA CARON via NYT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @lifeasicit: Tens of thousands of homes badly damaged or completely destroyed, please help if you can. #MexicoEarthquake ἟2἟D",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jojutla is a reflection of the disparity between the capital and the nation’s more rural areas. @nytimes gets it.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Mexico City Earthquake Has Killed Over 200 People. Here’s How To Help.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Buildings Across #Mexico City That Toppled in the Earthquake,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @OurBiNation: A FACT YOU SHOULD KNOW: Mexico: Huge earthquake topples buildings, killing more than 200 - BBC News",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @RepAdamSchiff: Sending thoughts and prayers to the people of Mexico as they recover from yesterday’s devastating earthquake. .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @BillyonBass: For my friends in Mexico--here are some ways we can help them: From The Tennessean: Earthquake shakes Mexico /,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"In Mexico City, Restaurants Turn Into Relief Centers How free meals fostered community after #MexicoEarthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Poynter: #Verificado19S is using user-generated content to fact-check earthquake damage reports around Mexico City,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you are looking for a great organization to donate to, please consider donating to @topos They do life saving work. #FuerzaMexico",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Julio_RoaR: Ottawa-Gatineau residents mobilize to aid Mexico earthquake victims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @TheSportsman: ἟2἟D ὄF Force India driver Sergio Perez has donated £124,500 to the victims of the earthquake in Mexico.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
How to Aid in Earthquake Relief for Mexico  via @fabiolaofmexico #SundayBlogShare #BloggersBlast #BloggersLife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@sharondubois_ hello  in mexico there are many people who have suffered for the earthquake. We pray for mexico.ὠ7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @OfficialJoelF: Buildings collapsed in Mexico City following powerful 7.1-magnitude earthquake,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @hollingsworthb: Sending prayers 2 all those who were effected by yesterdays massive earthquake in Mexico City ἟2἟D Hold ur loved ones ti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @TrackingSM: 2 fans passed away today bc of the earthquake. My heart is truly aching for those being affected. My thoughts &amp; prayers are,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @TheMexLondoner: Sky News - At least 20 children died after their school collapsed in an earthquake in central Mexico,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Last tuesday a huge earthquake whipped with Mexico City and many other cities. I was on a 12th floor when all happened. It felt terrible,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"We have put together an Album to help Mexico on the recent earthquake situation, reach your heart and donate as much as you can when buying.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Official death toll of 19 Sept Mexico Earthquake is now 318.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @Lopez_Roro: My friends here is the Link to Donate for those affected in Earthquake in Mexico ἟2἟D Every,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @sitaguau: Aplausos para los amigos ciclistas de México! How Mexico City cyclists are using bicycles to aid earthquake victims,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.1-magnitude earthquake hit the city of Puebla in Mexico – VIDEO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thanks to @angelflightmx &amp; @CruzRoja_MX weve been able to transport medecines and injured patients to help #MexicoEarthquake relief efforts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40 victims has been rescued fron the rubbles of this building after #MexicoEarthquake #MexicoUnido #FuerzaMexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @PattyArquette: Prayers to our brothers and sisters in Mexico who are suffering from this severe earthquake.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @WTHRcom: Officials have reduced the death toll in the Mexico earthquake by two:,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
@thekillers #askthekillers Would you do a donation to the people in Mexico city who needs help because of the earthquake? Love you guys!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@LiamPayne He talks about the terrible earthquake in Mexico last September 19, which left many dead and many families homeless",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Meet Ludoviko, the #Cabo rescue dog sent to Mexico City to find earthquake survivors. Read more in our latest issue:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @cbsbaltimore: A 6.1 magnitude earthquake has hit Mexico in Oaxaca. Over 400 people have been killed by recent quakes in Mexico.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
@247razz Id like to share this with you. This is happening right now in Mexico.Saving victims from the earthquake and of course animals too,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @kylegriffin1: GoFundMe launched a centralized location for verified accounts to help the victims of the Mexico earthquake:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Magnitude 6.1 earthquake strikes southern Mexico, swaying buildings in Mexico City",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Congrats @HyattZivaCancun for donating bedding, sheets &amp; bathrobes to @BomberosCancun to help people affected by recent earthquake in Mexico",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
My pieces for sale at the Relief for Mexico fundraiser- 100% goes to earthquake relief in Mexico — attending Relief for Mexico Fundraiser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @mapillary: Humanitarian mappers in Mexico are documenting earthquake damage.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
News Forex ReportV1 share Mark My thoughts are with everyone affected by the earthquake in Mexico. Facebook is con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Everything I want to say feels meaningless but I am thinking of you Mexico. If anyone knows where best to donate please respond.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @IngenieroQuotes: @garyvee @tailopez Mexico need your help, the earthquake hit us hard, but here we are. All support is welcome:",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @crumpitout: Praying for all those affected by the earthquake in Mexico. Take care of each other.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @therealfredo: #NJPW has started collecting donations at their events to help Mexicos earthquake victims.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @1000enaYO: Crowdfunding to Help the affected areas of the 7.1 Earthquake in Mexico. on JustGiving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Nearly 360 buildings, homes at risk of collapse following Mexico City earthquake",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @davidjeremiah: United in prayer for all those affected by the earthquake that shook Mexico. Our prayers are with you. Psalms 46:1 #Pra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @GlobalGiving: Text MEXICO to 80100 to give $10 to GlobalGiving’s Mexico Earthquake Relief Fund  US users only, m",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"To Fight Hepatitis Outbreak, Semillas Fundraises Thousands For Mexico Earthquake Victims",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#Donate #Earthquake #Relief for #Mexico Today until 10:00PM 625 H Street #ChulaVista All items &amp; monetary donations accepted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Breaking911: Building Collapses In Mexico City Following 7.1 Magnitude Earthquake,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mexico Earthquake Kills Hundreds, Trapping Many Under Rubble  #FuerzaMéxico #AyudaMéxico #MexicoEarthquake",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
My prayers are with the innocent children and people that passed away in a 7.1 earthquake in Mexico. May God console their families.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#LadyGaga has donated $1M to help relief efforts for Hurricane Harvey, Irma, José, and Maria, as well as the Mexico City earthquake.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @rapplerdotcom: WATCH: Aerial view of the earthquake damage in Mexico City,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@BBCWorld @UniNoticias @nytimes #Heroes come from all over the world to help in #MexicoEarthquake rescue efforts Thanks to all of you,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Mexico earthquake: Death toll rises to at least 217 people, including school children found",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"My thoughts &amp; prayers are with all affectedbut more so with my friends in Mexico City - @fhevia &amp; family, Eve Caslop &amp; family.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @PatrikBatAAr: Heard about yet another Mexico earthquake Im so sorry. Stay safe, everyone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@tealdiamonds23 @BeckieJBrown Hi Renée my country is in pain, an earthquake destroyed cities, please help me share this campaign for donations",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
More than 200 killed as powerful 7.1 earthquake strikes central Mexico,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
For some reason @Twitter chose me to try the #280caracteres Very interesting. Im taking the chance to tell you all to please donate to Mexico &amp; Puerto Rico to recover from their tragedies   #FuerzaMexico ἟2἟D #FuerzaPuertoRico ἟5἟7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#Israeli aid volunteers being applauded in #Mexico as they carry out rescue operations following the tragic earthquake. Video @StandWithUs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Latest: Mexico quake death toll rises to 319: The Latest on Mexicos earthquake (all,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
[ARTICLE] 170920 Monsta X Praying that Mexico Will Recover From Earthquake Meaningful Award Speech (Soribada Awards) via. BlueMoonRiver_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Canelo Alvarez skips holiday to help Mexico earthquake victims,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @SOMEXlCAN: Pray for Mexico ἟2἟D City earthquake victims And all those in the hurricane areas Puerto Rico ἟5἟7 Virgin Islands and so many ot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Some damages #earthquake #MexicoEarthquake #damages #buildings #edificios #daños #terremoto,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @galileaorozco_: another earthquake in mexicoὢ3 pls keep them in your prayers, there’s so many families out there that have lost everythi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rescuers frantically search for survivors at a school that collapsed during the Mexico earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @hipEchik: Exactly what I was hoping: LA County Rescue Team Will Help With Earthquake Rescue Effort in Mexico City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @StudioAPA: Please continue to pray for Mexico and contribute to the relief efforts. ὤF❤️,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#marvellous997 Leaving a Condemned Mexico City Building: Since the Sept. 19 earthquake in,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @spectatorindex: UPDATE: 149 now confirmed dead in Mexico earthquake,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AMAZING! People Save Children Buried in Mexico City Earthquake. There is Faith in Humanity.:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mexico earthquake: Animals rescued from collapsed medical lab via FOX NEWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#Frida, who has saved over 50 lives in various natural disasters, has been deployed to help with the #earthquake rescue efforts in #Mexico.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @AP: BREAKING: Civil Defense agency says Mexico earthquake death toll reaches 139.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @giselilla: Sobre #Verificado19s ~&gt; After Mexico City’s earthquake, this site is crowdsourcing to map emergency resources",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rescue teams have been working through the night to help those trapped under rubble following an earthquake in #Mexico.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @Olallo_Rubio: Battered, Not Broken: Pictures of Mexico After the Quake -",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @chelcap: Ive #justdonated to support people from the earthquake in Mexico - pls join me if you can. Any amount will help /,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @business: Magnitude 6.1 earthquake shakes jittery Mexico,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"God bless you, incredible how we receive help from others instead of our government! Thanks #GoogleRock #Sismo #AyudaCDMX #Mexicanosfuertes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
To donate go to PARA donar ve a  @RedCross @CruzRoja_MX @elefanteoficial Help #MexicoEarthquake #TerremotoMX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@katyperry can you tell me if the rumors are right? That you donated 500k USD for the victims of the Mexico Citys earthquake?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Why are people in the rescue effort after Mexicos earthquake raising their fists? #PuñosArriba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"My @ABP_Media profile of @rodrichia, one of 100s of volunteer rescuers who rushed to help in Mexico City earthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"So many stories of fear, pain, anguish in the aftermath of quake. Consider supporting @topos - Mexicos elite rescue team. #FuerzaMexico",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
See the incredible rescue of children trapped in rubble after their school collapses from deadly Mexico earthquake:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @AJEnglish: @AJENews This was a horrible experience Earthquake kills more than 200 in central Mexico  /,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Going above and beyond. @CruzRoja_MX volunteers are letting nothing stop them from reaching people after the #Mexico earthquake.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Hey, everyone. Just donated to a relief work in Mexico City after a fatal, devastating earthquake. USD goes far in Mexico so anything helps!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
All of the @SonoranResorts Sales Offices will accept donations (9am to 5pm) to HELP Out the victims of the earthquake in Mexico City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mexico earthquake: at least 225 dead - La entrada Mexico earthquake: at least 225 dead aparece primero en Veo N,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @JuanCarlosCNN: Rescuers fight to save lives in Mexico City after earthquake – in pictures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Top story: Heres how to help Mexico after another deadly earthquake , see more",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@RCaptPMoloV @OctusTC @GearsofWar Weve redirected an equal portion of the funds raised by the Carmine Charity Pack to aid earthquake relief efforts across Mexico.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
We love you back @ConanOBrien Please donate to @topos the greatest rescue team in the world. They are saving lives here. @RealGDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Throughout Mexico City you see truckloads of volunteers heading to help victims of the #MexicoEarthquake. Amazing show of solidarity. @FOXLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Omg my prayers to Oaxaca, Mexico I heard they felt an earthquake. :(",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"If you live outside of #Mexico and want to support the #earthquake relief efforts, please donate!#MexicoCity #MexicoCityEarthquake #CDMX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @LAWeekly: Meet the LA firefighters and rescue dogs helping Mexico City recover from the quake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @BuzzFeedNews: At least 44 people are dead after a major earthquake hit Mexico. Many may still be trapped under collapsed buildings http,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Death toll from the 7.1-magnitude earthquake which rattled central Mexico on Sept. 19 has risen to 363, most of them dying in Mexico City.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mexico’s Permanencia Voluntaria Film Archive Damaged in Earthquake: These Antique Film Reels Are Irreplaceable,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hello ὂ5 GOT7 Mexico wants to help people who are suffering for the earthquake on September 19th so were doing this project. Please share❤,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@mcbourbonnais1 MC please help giving a shout out to your fans at Mexico suffering because of the earthquake. Try to make more people aware, we need help!",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @lesleytellez: Great list, en español, of all the organizations seeking aid for Mexico earthquake victims.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @EchoK: I’m heartbroken for earth. ὡ4 #PuertoRicoRelief #LasVegasMassacre #HurricaneHarvey #HurricaneIrma #MexicoEarthquake #WeMustHelp #,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.1 magnitude earthquake in Mexico kills 226 people,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NOW: #USAR team on @USAIDs DART are loaded up &amp; ready to go search 4 #MexicoEarthquake survivors. Our thoughts are with them &amp; all affected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rescuers @topos &amp; @ScientologyVM at collapsed building La Condesa asked 4 silence so they could hear trapped victims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @fcjuarezenglish: Refer to @fcjuarezoficial official twitter page to help with the earthquake in Mexico City. Good that our club is help,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Inditex donates one million dollars for emergency relief work in the wake of the earthquake in Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @charratastica: You can find more options to donate to Mexico via this NYT article,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @ACREurope: Our thoughts are with the people of #Mexico and the victims of yesterdays devastating earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @Obscurus_Lupa: Just finished donating to help the folks affected by the earthquake in Mexico, please consider helping out:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @UrquizaNayeli: Help raise £10000 to Help earthquake victims in Mexico Please #donate on @justgiving and RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @TheMexLondoner: Good Morning Britain, ITV - Tuesdays earthquake in Mexico is said to have killed at least 230 people",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @ResistanceParty: Sending love and strength to the wonderful people of Mexico City. ❤️ The images from the Earthquake are heartbreaking.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@JackieWoodson In Mexico our movie actors/directors are working and donating for the earthquake relief, PR has many singers! SOS!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
This rescue pup named Frida is working to help Mexico City earthquake survivors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @BreakingNNow: #BREAKING: Here is the moment when the earthquake struck Mexico City. (Video by @AlertaChiapas),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @ThinkMexican: #RestauranteLeo served free food to rescue workers after #MexicoEarthquake. Now they need our help. DONATE HERE:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@michaeljackson Yo esperando el Thoughts and players to the families of earthquake in Mexico :v,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5 ways you can help Mexico after the latest deadly earthquake | Thanks to Entrepreneur Magazine for considering ou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Peace Index: Deadly Mexico earthquake leaves more than 250 dead,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
@ShannonSharpe Hey Shannon. Id like to ask you for help for Mexico. Can you share some info for helping the victims of the earthquake?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Thanks @RFC_Charity @UNICEFMexico for the support! Like them you can donate &amp; help our fellow people in Mexico ἟2἟D⬇️,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @MofaNepal: Our deep condolences to the people and government of Mexico on loss of lives and properties by the devastating earthquake ye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @RevistaCirce: Donate #MexicoEarthquake #FuerzaMéxico @diegoluna_ @GaelGarciaB @Ambulante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @NancyPelosi: Paul &amp; I are praying for the loved ones of those lost &amp; the injured today in the Mexico City earthquake. #PrayForMexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#Russia offers #Mexico relief assistance in dealing with the aftermath of the earthquake utilising capabilities &amp; experience of its #EMERCOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @EQTW: MEXICOS SEISMOLOGICAL SERVICE UPGRADES MAGNITUDE OF EARTHQUAKE OFFSHORE TO 8.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"French rescue workers look for damaged houses after the last 7.1 earthquake in Tetela del Volcan, Morelos state, Mexico on Sept.26 #AFP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @caecilia1003: My heart and thought are being with people who have been affected by the earthquake in #Mexico ἟2἟D ὤF #FuerzaMéxico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
New Zealand hit by strong 6.1 magnitude earthquake just hours after Mexico City disaster - The Independent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Entire country of Mexico. ἱFfor effort. Several states are affected. Mostly #Puebla #CDMX #Oaxaca #Morelos and their respective cities jsyk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @YojiNoda1: All my prayers go to the people affected by the Earthquake at Mexico. Wish for a fast recovery and hope therell be no more,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @BeccaFromTX: Rescuers free child from ruins of collapsed #EnriqueRebsamen school after #Mexico #earthquake; 25 found dead /,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @RWhelanWSJ: Five days after an earthquake killed more than 300 in Mexico, Chilangos face gnawing uncertainty about housing:",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Automakers survey earthquake damage in Mexico -,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Today the Mexican Navy and @usairforce worked together to unload humanitarian supplies from a @Travis60AMW C-17 in Mexico.#Mexicoearthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Where to Donate to Mexico Earthquake Victims  #news #mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @JustMuhammad: Let’s support our sister with the relief effort in #MexicoEarthquake Jamilah Muhammad send donations to Jamis.Muhammad.ru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A prayer for all those affected by the #Mexico Earthquake. Read a text version here:  #MexicoCity #PrayForMexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @arriagaa444: TOPOS is a rescue team that was founded during the 1985 earthquake in Mexico City and they can definitely use donations ri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cant get over the devastation of this earthquake. ὢD praying for more survivors to be rescued today in Mexico City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Our thoughts are with our @INAHmx colleagues and everyone in Mexico affected by yesterdays earthquake. Info on resources here:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @BBCBreaking: Strong earthquake of magnitude 7.4 hits southern Mexico, rattling buildings in Mexico City",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @imgur: Crowd cheers as doggo is pulled from rubble of deadly earthquake in Mexico unharmed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Azharkh4: Another shocking footage of buildings collapse as powerful #earthquake strikes #Mexico City. #FuerzaMexico,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @SkyNewsBreak: Mexicos earthquake monitoring agency says a 6.2 magnitude aftershock has hit Mexico City after a 7.1 quake killed more t,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"RT @imgur: This is Frida, she has saved 12 people so far in Mexicos Earthquake.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Celebs Send Their Love To Mexico As Earthquake Death Toll Rises -- Oh, And Trump Tweeted Too #἟2἟Dtodosuno!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @jilevin: Mexico Earthquake Photos: Dozens Pulled from Rubble as Death Toll Surpasses 200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
